,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,refseq,symbol,product
1704,BLLJ_RS08830,2061.039147,-0.00961549,0.068434682,-0.140506101,0.888260133,0.916300447,WP_012472142.1,WP_012472142.1,FHA domain-containing protein
765,BLLJ_RS03950,792.0253704,-0.009911242,0.099855463,-0.099255883,0.920935105,0.940446442,WP_015713462.1,WP_015713462.1,alpha/beta hydrolase
725,BLLJ_RS03745,88.48069353,-0.010096804,0.165848997,-0.060879502,0.951455175,0.963448307,WP_003829211.1,WP_003829211.1,helix-turn-helix transcriptional regulator
807,BLLJ_RS04140,20.19531168,-0.010458761,0.30377979,-0.034428757,0.972535252,0.979137319,WP_003844019.1,WP_003844019.1,ImmA/IrrE family metallo-endopeptidase
332,BLLJ_RS01740,1717.945428,-0.012838583,0.110046253,-0.116665331,0.907125264,0.931772781,WP_007054826.1,pgi,glucose-6-phosphate isomerase
640,BLLJ_RS03295,279.7487466,-0.013918691,0.108643353,-0.128113602,0.898059072,0.922951967,WP_013582494.1,aroA,3-phosphoshikimate 1-carboxyvinyltransferase
1262,BLLJ_RS06540,115.3090127,-0.014970342,0.152459364,-0.098192339,0.921779565,0.940810483,WP_007052552.1,WP_007052552.1,FtsQ-type POTRA domain-containing protein
66,BLLJ_RS00340,9.629372323,-0.016434034,0.37232869,-0.04413851,0.964793996,0.973886296,WP_014485971.1,WP_014485971.1,hypothetical protein
1368,BLLJ_RS07100,214.6997582,-0.017279131,0.125403631,-0.137788126,0.890407869,0.918024798,WP_007053268.1,WP_007053268.1,3'-5' exonuclease
721,BLLJ_RS03725,29.18135602,-0.017955242,0.221564912,-0.081038292,0.9354115,0.951446695,WP_007057296.1,WP_007057296.1,VOC family protein
682,BLLJ_RS03525,377.6783711,-0.018837596,0.092797879,-0.202995974,0.839138179,0.874991027,WP_012471917.1,WP_012471917.1,FAD-dependent oxidoreductase
138,BLLJ_RS00710,206.7238485,-0.018919784,0.115661684,-0.163578668,0.870062839,0.901386971,WP_013140069.1,WP_013140069.1,hypothetical protein
525,BLLJ_RS02695,165.9143538,-0.019055992,0.117339899,-0.162399934,0.870990923,0.901863856,WP_007058499.1,WP_007058499.1,ATP-binding cassette domain-containing protein
1741,BLLJ_RS09035,687.6691979,-0.019152932,0.140976698,-0.135858852,0.891932865,0.919105593,WP_007053061.1,rpmA,50S ribosomal protein L27
968,BLLJ_RS05020,3.362318284,-0.020586577,0.756203053,-0.02722361,0.978281385,0.983555823,NA,NA,hypothetical protein
399,BLLJ_RS02070,187.9610913,-0.022448537,0.139085528,-0.161400955,0.871777615,0.902193903,WP_007051323.1,WP_007051323.1,tRNA (cytidine(34)-2'-O)-methyltransferase
1574,BLLJ_RS08150,38.77926774,-0.023227171,0.208893159,-0.111191632,0.911464387,0.935545503,WP_011068788.1,tilS,tRNA lysidine(34) synthetase TilS
1811,BLLJ_RS09375,100.3609873,-0.023270076,0.145122504,-0.16034781,0.872607099,0.902567858,WP_012578617.1,WP_012578617.1,HD domain-containing protein
620,BLLJ_RS03185,3803.167164,-0.024587739,0.147209532,-0.167025456,0.867350019,0.900027361,WP_007053567.1,glgB,"1,4-alpha-glucan branching protein GlgB"
746,BLLJ_RS03850,473.2855715,-0.025674291,0.123248091,-0.208313905,0.834983875,0.871873717,WP_015713455.1,WP_015713455.1,"L,D-transpeptidase"
241,BLLJ_RS01250,459.8325552,-0.02678669,0.082615256,-0.324234181,0.745760746,0.797021462,WP_015512488.1,WP_015512488.1,response regulator transcription factor
1758,BLLJ_RS09120,1715.992014,-0.028036669,0.076368731,-0.367122362,0.713527748,0.770258397,WP_011068710.1,WP_011068710.1,FAD-dependent oxidoreductase
1619,BLLJ_RS08395,666.2629135,-0.028152677,0.085583515,-0.328949768,0.742193656,0.79408955,WP_018619634.1,serS,serine--tRNA ligase
291,BLLJ_RS01520,195.0238869,-0.028850352,0.109671164,-0.263062336,0.792502534,0.837230074,WP_015439222.1,WP_015439222.1,3-deoxy-7-phosphoheptulonate synthase
821,BLLJ_RS04215,259.0092379,-0.029071636,0.112265249,-0.258954892,0.795670044,0.839452528,WP_013140698.1,WP_013140698.1,dihydroorotase
1274,BLLJ_RS06600,625.3368468,-0.02964008,0.075256719,-0.393852943,0.693689614,0.753908442,WP_013140980.1,WP_013140980.1,AAA family ATPase
794,BLLJ_RS11390,33.18513375,-0.029969186,0.231590796,-0.129405771,0.897036581,0.922885021,WP_003812975.1,WP_003812975.1,hypothetical protein
1160,BLLJ_RS06030,1534.705285,-0.029970359,0.088951459,-0.336929372,0.736170143,0.78895833,WP_007056777.1,WP_007056777.1,DUF3071 domain-containing protein
1213,BLLJ_RS06300,275.8094423,-0.03072621,0.119074521,-0.258041851,0.796374608,0.839452528,WP_008783121.1,WP_008783121.1,chorismate mutase
1730,BLLJ_RS08960,861.7477776,-0.030841674,0.078580846,-0.392483346,0.694701114,0.754446773,WP_007053764.1,WP_007053764.1,DUF6020 family protein
1230,BLLJ_RS06385,58.87880294,-0.031638995,0.182894758,-0.172990168,0.862659156,0.896124382,WP_014485539.1,WP_014485539.1,fused MFS/spermidine synthase
1425,BLLJ_RS07390,95.46735334,-0.031957798,0.148899586,-0.21462651,0.830058523,0.8678703,NA,NA,DUF559 domain-containing protein
1361,BLLJ_RS07065,368.9183092,-0.032045222,0.093899931,-0.341269915,0.732900394,0.786992117,WP_003828706.1,WP_003828706.1,PLP-dependent transferase
1884,BLLJ_RS09770,444.3491786,-0.032729909,0.108235005,-0.302396707,0.762349665,0.812010044,WP_007054621.1,WP_007054621.1,phospholipase/carboxylesterase
1886,BLLJ_RS09780,423.0555088,-0.032976529,0.092818286,-0.355280517,0.72237945,0.778071273,WP_011743875.1,dcd,dCTP deaminase
892,BLLJ_RS04570,115.3826109,-0.033782972,0.14607632,-0.231269326,0.817105575,0.856650108,WP_007052010.1,WP_007052010.1,DUF1778 domain-containing protein
783,BLLJ_RS04040,247.9855712,-0.033836967,0.119179547,-0.283915885,0.776474843,0.824363159,WP_011068165.1,WP_011068165.1,glutamate synthase subunit beta
933,BLLJ_RS04760,2.982265693,-0.036029979,0.70891845,-0.050823869,0.95946587,0.970031567,WP_007055009.1,WP_007055009.1,hypothetical protein
934,BLLJ_RS04765,5.153833692,-0.036881548,0.537225338,-0.068651914,0.945266695,0.958188321,WP_012577614.1,WP_012577614.1,hypothetical protein
156,BLLJ_RS00790,110.7332114,-0.036978427,0.146670897,-0.252118368,0.800949573,0.842001514,WP_019727713.1,tmk,dTMP kinase
1108,BLLJ_RS05755,155.6824191,-0.037094931,0.126907982,-0.292297853,0.7700589,0.819356269,WP_010080678.1,WP_010080678.1,DUF3375 domain-containing protein
1393,BLLJ_RS07225,72.86226541,-0.03758088,0.171877206,-0.218649586,0.826923023,0.865530721,WP_013410299.1,WP_013410299.1,hypothetical protein
989,BLLJ_RS05125,33.15725393,-0.039454259,0.225985313,-0.174587712,0.861403605,0.895302507,NA,NA,type II toxin-antitoxin system HicB family antitoxin
292,BLLJ_RS01525,246.6448201,-0.040030123,0.105327835,-0.38005265,0.703906333,0.762273104,WP_019727357.1,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
1762,BLLJ_RS09140,634.3115363,-0.04127044,0.094851844,-0.435104245,0.663486763,0.72930586,WP_007053086.1,WP_007053086.1,IclR family transcriptional regulator
715,BLLJ_RS03695,128.1866415,-0.041923518,0.146757158,-0.285665919,0.77513401,0.823393042,WP_008782993.1,WP_008782993.1,two-component sensor histidine kinase
1332,BLLJ_RS06915,851.120529,-0.042088132,0.120222602,-0.350085021,0.726274892,0.781393968,WP_012471772.1,WP_012471772.1,LacI family DNA-binding transcriptional regulator
754,BLLJ_RS03890,82.33778397,-0.042222329,0.149277886,-0.282843832,0.777296552,0.824781372,WP_007052152.1,WP_007052152.1,RNA methyltransferase
572,BLLJ_RS02935,160.7323773,-0.042712228,0.161635136,-0.264250888,0.791586601,0.836868634,WP_007053603.1,WP_007053603.1,HAD-IIA family hydrolase
149,BLLJ_RS11235,13.39788888,-0.043388844,0.306698996,-0.141470447,0.887498305,0.916004675,WP_007051612.1,WP_007051612.1,hypothetical protein
1353,BLLJ_RS07025,159.2034394,-0.0466106,0.134942095,-0.345411858,0.729784763,0.784732306,WP_013410442.1,murI,glutamate racemase
1535,BLLJ_RS07945,283.3593623,-0.047039735,0.101086523,-0.465341313,0.641687054,0.707764668,WP_014484639.1,WP_014484639.1,threonylcarbamoyl-AMP synthase
1297,BLLJ_RS06720,206.233641,-0.047503375,0.139603455,-0.340273632,0.733650472,0.78710625,WP_014485517.1,WP_014485517.1,gluconate kinase
1316,BLLJ_RS06840,118.4700511,-0.048071588,0.176419103,-0.272485162,0.785248999,0.831846192,WP_014485497.1,lspA,signal peptidase II
766,BLLJ_RS03955,5312.624036,-0.048283583,0.070474733,-0.685119059,0.493268795,0.576325792,WP_007053363.1,WP_007053363.1,50S ribosomal protein L25/general stress protein Ctc
308,BLLJ_RS01605,208.3139551,-0.04870974,0.118192575,-0.412121831,0.680250128,0.74223104,WP_019727816.1,WP_019727816.1,cation transporter
1835,BLLJ_RS09505,2850.638274,-0.05061377,0.097315411,-0.520100253,0.602993702,0.672954326,WP_007054101.1,WP_007054101.1,bacterial Ig-like domain-containing protein
1427,BLLJ_RS07400,199.8092381,-0.050955315,0.125540331,-0.405888014,0.684824885,0.745956146,WP_012577096.1,hisS,histidine--tRNA ligase
808,BLLJ_RS04145,351.5108914,-0.052012184,0.109687528,-0.474185031,0.635367967,0.702099225,NA,NA,hypothetical protein
674,BLLJ_RS03475,16.43812572,-0.053380936,0.281758161,-0.189456575,0.849734987,0.88412793,WP_014485734.1,WP_014485734.1,hypothetical protein
1440,BLLJ_RS07465,368.17347,-0.053992085,0.091223362,-0.591866869,0.553939741,0.626390511,WP_012577088.1,WP_012577088.1,TPM domain-containing protein
669,BLLJ_RS03450,1197.210834,-0.054440663,0.106092464,-0.513143545,0.607850913,0.676637737,WP_003833429.1,pflA,pyruvate formate lyase-activating protein
860,BLLJ_RS04415,130.7464042,-0.054624126,0.127894691,-0.427102376,0.669304762,0.733609768,WP_012577711.1,WP_012577711.1,SOS response-associated peptidase
830,BLLJ_RS04255,314.5415756,-0.057709583,0.141061203,-0.409110244,0.682458759,0.743799032,WP_003829324.1,WP_003829324.1,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
49,BLLJ_RS00255,1286.838835,-0.057847634,0.079846153,-0.72448869,0.468765768,0.556172555,WP_010081517.1,WP_010081517.1,glycogen/starch/alpha-glucan phosphorylase
100,BLLJ_RS00520,224.6502159,-0.058758198,0.108309034,-0.542505056,0.587470625,0.65813095,WP_003833666.1,WP_003833666.1,LacI family DNA-binding transcriptional regulator
1656,BLLJ_RS08575,377.5764714,-0.059242016,0.110240115,-0.537390732,0.590997744,0.661313784,WP_007053043.1,rpmD,50S ribosomal protein L30
51,BLLJ_RS00265,95.42564949,-0.060385545,0.159026766,-0.379719378,0.704153734,0.762273104,WP_007051719.1,WP_007051719.1,rhomboid family intramembrane serine protease
63,BLLJ_RS00325,146.2452658,-0.061406615,0.125727503,-0.488410357,0.625259207,0.694012523,WP_007051706.1,WP_007051706.1,prolyl oligopeptidase family serine peptidase
391,BLLJ_RS02030,2552.625361,-0.061568816,0.079774821,-0.771782563,0.440243221,0.52874837,WP_007051332.1,WP_007051332.1,penicillin-binding protein
546,BLLJ_RS02810,764.9741111,-0.063421462,0.090888346,-0.697795314,0.48530521,0.569487794,WP_013582465.1,WP_013582465.1,DUF3043 domain-containing protein
451,BLLJ_RS02325,67.18785737,-0.063467709,0.166000304,-0.382334898,0.702212973,0.761454787,WP_008783136.1,WP_008783136.1,dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein
776,BLLJ_RS04005,37.45845052,-0.064025682,0.196706805,-0.325487886,0.74481185,0.796448833,WP_007052176.1,WP_007052176.1,hypothetical protein
648,BLLJ_RS03350,258.7827228,-0.064876431,0.111379839,-0.582479125,0.560243999,0.631666918,WP_007052035.1,WP_007052035.1,DUF1846 domain-containing protein
759,BLLJ_RS03920,94.6386213,-0.066845773,0.189936559,-0.351937371,0.724885232,0.780334298,WP_013582532.1,WP_013582532.1,hemolysin family protein
1534,BLLJ_RS07940,115.640857,-0.067322763,0.130955515,-0.514088794,0.607189912,0.676561134,WP_013141205.1,WP_013141205.1,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
719,BLLJ_RS03715,334.7464501,-0.069640342,0.116286554,-0.598868396,0.549260648,0.622194201,WP_019728060.1,WP_019728060.1,putative DNA binding domain-containing protein
185,BLLJ_RS00955,52.81967641,-0.069829769,0.186337911,-0.37474805,0.707847853,0.765842122,WP_007051578.1,WP_007051578.1,TetR/AcrR family transcriptional regulator
1727,BLLJ_RS08945,1218.496108,-0.069945074,0.069783439,-1.002316238,0.316190882,0.402918718,WP_007052981.1,WP_007052981.1,biotin/lipoyl-binding protein
724,BLLJ_RS03740,60.95804176,-0.071785455,0.174552392,-0.411254493,0.680885934,0.742504571,WP_007052122.1,WP_007052122.1,DUF2975 domain-containing protein
1459,BLLJ_RS07565,151.260774,-0.071891186,0.117107352,-0.613891317,0.539287149,0.614870268,WP_007053169.1,pafA,Pup--protein ligase
742,BLLJ_RS03830,186.1345252,-0.072501152,0.152217279,-0.476300409,0.633860374,0.701943022,WP_012577912.1,WP_012577912.1,bifunctional shikimate kinase/3-dehydroquinate synthase
1709,BLLJ_RS08855,1094.073891,-0.072901788,0.084532878,-0.8624075,0.388463315,0.477956139,WP_003807809.1,WP_003807809.1,polyribonucleotide nucleotidyltransferase
1091,BLLJ_RS05670,201.2942388,-0.073068488,0.117318536,-0.622821344,0.533401931,0.609963774,WP_008783549.1,brnQ,branched-chain amino acid transport system II carrier protein
1499,BLLJ_RS10055,2015.083952,-0.073809,0.146126065,-0.50510496,0.613485118,0.682121861,WP_013410696.1,WP_013410696.1,right-handed parallel beta-helix repeat-containing protein
152,BLLJ_RS00765,2803.516799,-0.074385211,0.138891643,-0.535562902,0.592260674,0.662342563,WP_007051609.1,leuA,2-isopropylmalate synthase
285,BLLJ_RS01490,52.31927365,-0.074461746,0.171474389,-0.434244123,0.664111175,0.729576265,WP_013582364.1,WP_013582364.1,polyphenol oxidase family protein
483,BLLJ_RS02485,52.67755633,-0.075347694,0.221764338,-0.339764701,0.734033733,0.78710625,WP_014484021.1,WP_014484021.1,metal ABC transporter solute-binding protein
1719,BLLJ_RS08900,26.60167142,-0.075688315,0.246463236,-0.307097792,0.758768938,0.808682429,WP_008783419.1,WP_008783419.1,hypothetical protein
1169,BLLJ_RS06075,8.474485731,-0.076026286,0.460495771,-0.165096599,0.86886795,0.900633015,WP_007052659.1,WP_007052659.1,DUF4192 family protein
1766,BLLJ_RS11205,172.9982316,-0.076723847,0.112520181,-0.681867438,0.495322777,0.576814227,WP_015439270.1,WP_015439270.1,hypothetical protein
307,BLLJ_RS01600,590.3278728,-0.077492719,0.093249385,-0.831026596,0.405958605,0.495372272,WP_016462234.1,ffh,signal recognition particle protein
743,BLLJ_RS03835,100.7470544,-0.07811715,0.160861241,-0.485618224,0.627237873,0.695808182,WP_007052141.1,aroQ,type II 3-dehydroquinate dehydratase
1009,BLLJ_RS05225,42.46228807,-0.078155075,0.21466656,-0.364076619,0.715800796,0.771416397,WP_012577558.1,WP_012577558.1,helix-turn-helix transcriptional regulator
595,BLLJ_RS03050,411.144221,-0.078911253,0.088296204,-0.893710595,0.371476755,0.459556854,WP_015713416.1,mfd,transcription-repair coupling factor
1634,BLLJ_RS08465,663.1163332,-0.07941428,0.074999004,-1.058871134,0.289658472,0.374806399,WP_012578453.1,WP_012578453.1,DNA repair protein RadA
904,BLLJ_RS11265,1.054571951,-0.079693762,1.043430231,-0.076376704,0.939119403,0.953963229,WP_012577648.1,WP_012577648.1,hypothetical protein
769,BLLJ_RS03970,122.0053016,-0.079988909,0.131687435,-0.607414892,0.543575608,0.617926235,WP_013140654.1,WP_013140654.1,trimeric intracellular cation channel family protein
1426,BLLJ_RS07395,441.7840402,-0.082579707,0.114190335,-0.72317598,0.469571774,0.55625643,WP_007053205.1,aspS,aspartate--tRNA ligase
86,BLLJ_RS00445,179.9433961,-0.082736255,0.119335221,-0.6933096,0.48811528,0.571394207,WP_013410464.1,WP_013410464.1,LacI family transcriptional regulator
706,BLLJ_RS03650,1998.400999,-0.08360576,0.148199748,-0.564142387,0.572657233,0.643405096,WP_003835330.1,WP_003835330.1,NCS2 family nucleobase:cation symporter
793,BLLJ_RS10895,24.24578725,-0.08424362,0.263796211,-0.319351138,0.749460258,0.800088249,NA,NA,hypothetical protein
745,BLLJ_RS03845,1724.731058,-0.084303369,0.078629838,-1.072154939,0.283650446,0.368268054,WP_007052143.1,WP_007052143.1,CTP synthase
1787,BLLJ_RS09255,675.132702,-0.084538059,0.136735253,-0.618260885,0.536403381,0.612580918,WP_007055226.1,WP_007055226.1,ABC transporter permease
1389,BLLJ_RS07205,151.3334713,-0.084878886,0.121950041,-0.69601359,0.486420319,0.570449133,WP_013141081.1,WP_013141081.1,Mrp/NBP35 family ATP-binding protein
153,BLLJ_RS00770,776.1813191,-0.085530053,0.11425673,-0.748577812,0.45411171,0.541451686,WP_013582337.1,WP_013582337.1,penicillin-binding protein
1557,BLLJ_RS08060,33.74806859,-0.08585082,0.234779309,-0.365666037,0.714614292,0.770568431,WP_013410672.1,WP_013410672.1,MFS transporter
283,BLLJ_RS01480,182.799745,-0.086120575,0.121650331,-0.707935394,0.478985379,0.564496861,WP_012576781.1,trmD,tRNA (guanosine(37)-N1)-methyltransferase TrmD
360,BLLJ_RS01885,123.4669673,-0.086691742,0.138663091,-0.62519695,0.531841804,0.608540651,WP_013582383.1,WP_013582383.1,sugar transferase
861,BLLJ_RS04420,143.1104367,-0.089076394,0.127307467,-0.699694966,0.484117821,0.569039787,WP_007055751.1,WP_007055751.1,bifunctional indole-3-glycerol phosphate synthase/tryptophan synthase subunit beta
712,BLLJ_RS03680,535.5556109,-0.089689496,0.100582365,-0.891702002,0.37255268,0.460436902,WP_014483832.1,WP_014483832.1,inorganic phosphate transporter
593,BLLJ_RS03040,39.52431292,-0.090910199,0.213544074,-0.42572101,0.670311151,0.734295397,WP_007051131.1,WP_007051131.1,GNAT family N-acetyltransferase
331,BLLJ_RS01725,338.6330754,-0.091966908,0.089540353,-1.027100129,0.304373318,0.39018069,WP_007057824.1,WP_007057824.1,hypothetical protein
467,BLLJ_RS02400,320.613679,-0.09199867,0.098289366,-0.935998201,0.349274114,0.437557175,WP_014485796.1,WP_014485796.1,PLP-dependent aminotransferase family protein
335,BLLJ_RS01755,39.09006969,-0.092998142,0.220932346,-0.420934934,0.673802595,0.737033753,WP_015713300.1,WP_015713300.1,ribonuclease HII
1178,BLLJ_RS06125,63213.98954,-0.093438762,0.124660581,-0.749545379,0.453528558,0.541131452,WP_012577316.1,raiA,ribosome-associated translation inhibitor RaiA
1180,BLLJ_RS06135,732.0199948,-0.093539545,0.102514149,-0.912454967,0.361529265,0.449405818,WP_007052644.1,recA,recombinase RecA
1879,BLLJ_RS09745,673.359674,-0.09368514,0.071201432,-1.315776078,0.188249211,0.265893391,WP_013583020.1,WP_013583020.1,ROK family transcriptional regulator
1746,BLLJ_RS09060,326.8533036,-0.094617755,0.112412155,-0.841703951,0.399953686,0.489905151,WP_010081273.1,WP_010081273.1,hypothetical protein
1825,BLLJ_RS09450,77.86571409,-0.094868731,0.143585106,-0.660714291,0.508795557,0.589384607,WP_007052934.1,WP_007052934.1,hypothetical protein
653,BLLJ_RS03375,181.3118458,-0.094873672,0.12962401,-0.731914346,0.46422085,0.551798889,NA,NA,MFS transporter
708,BLLJ_RS03660,114.5258819,-0.095366804,0.151726845,-0.628542724,0.529648468,0.606751186,WP_007053405.1,WP_007053405.1,TetR/AcrR family transcriptional regulator
435,BLLJ_RS02250,212.6574801,-0.096934128,0.113592159,-0.853352278,0.393463977,0.483491745,WP_007056443.1,WP_007056443.1,pseudouridine synthase
785,BLLJ_RS04050,404.3047735,-0.097061585,0.096929866,-1.001358913,0.316653321,0.403241481,WP_010080612.1,WP_010080612.1,DUF5696 domain-containing protein
790,BLLJ_RS04075,30.2125037,-0.097913437,0.228862027,-0.427827362,0.668776814,0.733609768,WP_011068155.1,WP_011068155.1,hypothetical protein
1379,BLLJ_RS07155,40.06755871,-0.099022358,0.20888207,-0.474058679,0.635458064,0.702099225,WP_007054018.1,WP_007054018.1,methyltransferase domain-containing protein
787,BLLJ_RS04060,4642.738933,-0.100254455,0.158911454,-0.630882501,0.528117355,0.60571699,WP_014485691.1,glgA,glycogen synthase
1367,BLLJ_RS07095,677.643083,-0.102270588,0.072093321,-1.41858616,0.156019703,0.229179001,WP_007053269.1,WP_007053269.1,TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
457,BLLJ_RS02355,119.2373279,-0.102905079,0.147102857,-0.699545073,0.484211455,0.569039787,WP_013140377.1,WP_013140377.1,histone acetyltransferase
323,BLLJ_RS01680,69.72269403,-0.102959297,0.182801529,-0.563229956,0.573278307,0.643727767,WP_007055691.1,WP_007055691.1,MerR family transcriptional regulator
705,BLLJ_RS03645,248.4843734,-0.103145711,0.126681608,-0.814212207,0.415523394,0.503854782,WP_007057134.1,WP_007057134.1,histidine phosphatase family protein
729,BLLJ_RS03765,96.36897059,-0.103172747,0.153226509,-0.673334844,0.50073429,0.581926287,WP_007052126.1,WP_007052126.1,DUF4418 family protein
1740,BLLJ_RS09030,364.8051381,-0.104041219,0.096591384,-1.07712732,0.281423389,0.366116258,WP_007053060.1,obgE,GTPase ObgE
651,BLLJ_RS03365,13.73695703,-0.104973778,0.318292445,-0.329802921,0.74154888,0.793840223,WP_007052037.1,WP_007052037.1,hypothetical protein
1759,BLLJ_RS09125,496.5536304,-0.105206133,0.157489178,-0.668021346,0.504119967,0.585155506,WP_013582950.1,WP_013582950.1,diguanylate cyclase
1394,BLLJ_RS07230,320.5579595,-0.105419591,0.097472448,-1.081532195,0.279460448,0.363808064,WP_013582851.1,WP_013582851.1,energy-coupling factor ABC transporter ATP-binding protein
1048,BLLJ_RS11440,8.373555286,-0.105704278,0.410482318,-0.257512379,0.79678326,0.839452528,WP_012577546.1,WP_012577546.1,hypothetical protein
1834,BLLJ_RS09500,1694.365316,-0.105788678,0.108879063,-0.971616352,0.331241444,0.418724238,WP_007054102.1,WP_007054102.1,bacterial Ig-like domain-containing protein
1850,BLLJ_RS09580,875.6971133,-0.106116504,0.169488538,-0.626098412,0.531250394,0.608224916,WP_019727594.1,WP_019727594.1,carbohydrate ABC transporter permease
1319,BLLJ_RS06855,983.845799,-0.10673014,0.070518047,-1.513515254,0.130148829,0.196036674,WP_013141014.1,WP_013141014.1,cell division protein SepF
1890,BLLJ_RS09800,89.02563125,-0.107586959,0.163155406,-0.659414002,0.509629953,0.589425904,WP_011068619.1,WP_011068619.1,MFS transporter
417,BLLJ_RS02160,435.9431953,-0.107853441,0.107231891,-1.005796316,0.31451356,0.401311809,WP_007056431.1,WP_007056431.1,ribonuclease J
1192,BLLJ_RS06195,149.4139825,-0.108151876,0.154795999,-0.698673585,0.484756046,0.569189803,WP_007056213.1,WP_007056213.1,DUF5067 domain-containing protein
119,BLLJ_RS00615,230.3830745,-0.108346466,0.123180809,-0.87957261,0.379090882,0.467618184,WP_007057947.1,WP_007057947.1,glycoside hydrolase family 31 protein
361,BLLJ_RS01890,46.2672821,-0.108405605,0.228211336,-0.475022875,0.634770669,0.702099225,WP_008783638.1,WP_008783638.1,DUF4012 domain-containing protein
301,BLLJ_RS01570,287.3293449,-0.108511328,0.128344071,-0.84547207,0.39784732,0.48794506,WP_010081154.1,WP_010081154.1,aldo/keto reductase
519,BLLJ_RS02670,592.126331,-0.108589285,0.118339601,-0.917607328,0.35882448,0.447196895,WP_013140423.1,WP_013140423.1,zinc-dependent alcohol dehydrogenase family protein
1845,BLLJ_RS09555,3723.164317,-0.109292381,0.157907652,-0.692128467,0.488856656,0.571914826,WP_007054092.1,WP_007054092.1,family 43 glycosylhydrolase
108,BLLJ_RS00560,210.5756254,-0.110822925,0.144105922,-0.769037968,0.441870771,0.529475977,WP_007051653.1,WP_007051653.1,LacI family DNA-binding transcriptional regulator
881,BLLJ_RS04515,2.507346577,-0.110895615,0.749247088,-0.148009405,0.882335346,0.911447346,NA,NA,hypothetical protein
1754,BLLJ_RS09100,101.0634948,-0.111421596,0.142939045,-0.77950427,0.435682723,0.524997682,WP_016462652.1,WP_016462652.1,MFS transporter
305,BLLJ_RS01590,6216.384893,-0.112426879,0.107412425,-1.046684109,0.295245295,0.38070548,WP_014483466.1,rpsP,30S ribosomal protein S16
1457,BLLJ_RS07555,223.8546022,-0.113930115,0.102055385,-1.116355747,0.264269888,0.346842984,WP_015713782.1,WP_015713782.1,flippase-like domain-containing protein
1473,BLLJ_RS07630,25.60363334,-0.114387902,0.224904453,-0.508606656,0.611027962,0.67978183,WP_003830245.1,WP_003830245.1,tyrosine-type recombinase/integrase
1052,BLLJ_RS05450,49.52012534,-0.115464049,0.214048665,-0.53942896,0.589590903,0.660122684,WP_012577529.1,WP_012577529.1,hypothetical protein
1638,BLLJ_RS08485,1256.644598,-0.11569089,0.090379792,-1.280052619,0.200526631,0.278711793,WP_004268627.1,infB,translation initiation factor IF-2
1303,BLLJ_RS11450,105.7705146,-0.116794363,0.140486262,-0.831357894,0.405771478,0.495372272,NA,NA,transposase
1068,BLLJ_RS05535,595.004838,-0.117131892,0.092003576,-1.273123254,0.202974308,0.281131082,WP_003826421.1,der,bifunctional cytidylate kinase/GTPase Der
843,BLLJ_RS04325,21.60642535,-0.118038046,0.278012419,-0.424578321,0.671144099,0.73479036,NA,yidC,membrane protein insertase YidC
1126,BLLJ_RS05845,5560.406267,-0.118135378,0.09951584,-1.187101259,0.235187682,0.315767305,WP_007058818.1,rpsB,30S ribosomal protein S2
782,BLLJ_RS04035,710.2427807,-0.120699489,0.092548651,-1.304173398,0.192174468,0.270249726,WP_007056180.1,gltB,glutamate synthase large subunit
219,BLLJ_RS01135,898.6216221,-0.120867806,0.097778954,-1.236133146,0.216409076,0.294702024,WP_004219094.1,rplI,50S ribosomal protein L9
1061,BLLJ_RS05495,109.9965003,-0.121855534,0.172090965,-0.708087924,0.478890658,0.564496861,WP_014485632.1,WP_014485632.1,hypothetical protein
1697,BLLJ_RS08795,2473.193815,-0.122735718,0.072797975,-1.685977081,0.091800214,0.14495562,WP_011068733.1,WP_011068733.1,hypothetical protein
530,BLLJ_RS02720,63.32917612,-0.122886825,0.167763871,-0.732498746,0.463864208,0.55171511,WP_016462391.1,WP_016462391.1,nodulation protein L
264,BLLJ_RS01370,484.0410103,-0.123611011,0.098277311,-1.257777707,0.20847216,0.286278009,WP_013140171.1,WP_013140171.1,1-acyl-sn-glycerol-3-phosphate acyltransferase
1684,BLLJ_RS08715,43.3722928,-0.123697911,0.240777468,-0.513743716,0.607431184,0.676561134,WP_007053023.1,WP_007053023.1,IMPACT family protein
230,BLLJ_RS01195,560.9941873,-0.124399524,0.092536,-1.344336518,0.178839592,0.254654899,WP_016462139.1,gatB,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
855,BLLJ_RS11410,25.32478549,-0.126365159,0.242231449,-0.521671153,0.601899313,0.672341759,WP_015512226.1,WP_015512226.1,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
180,BLLJ_RS00930,195.7803884,-0.127175236,0.135207769,-0.940591189,0.346914399,0.43488359,WP_007051583.1,WP_007051583.1,DUF2318 domain-containing protein
